User ID,Age,Gender,Country,Daily Social Media Time (hrs),Daily Entertainment Time (hrs),Social Media Platforms Used,Primary Platform,Daily Messaging Time (hrs),Daily Video Content Time (hrs),Daily Gaming Time (hrs),Occupation,Marital Status,Monthly Income (USD),Device Type,Internet Speed (Mbps),Subscription Platforms,Average Sleep Time (hrs),Physical Activity Time (hrs),Reading Time (hrs),Work/Study Time (hrs),Screen Time (hrs),Notifications Received Daily,Daily Music Listening Time (hrs),Preferred Content Type,Primary Social Media Goal,Preferred Entertainment Platform,Time Spent in Online Communities (hrs),Social Media Fatigue Level (scale 1-10),News Consumption Time (hrs),Ad Interaction Count,Time on Educational Platforms (hrs),Parental Status,Tech Savviness Level (scale 1-10),Preferred Device for Entertainment,Data Plan Used,Digital Well-being Awareness,Sleep Quality (scale 1-10),Social Isolation Feeling (scale 1-10),Monthly Expenditure on Entertainment (USD)
7807,50,Other,UK,0.76,3.71,5,Facebook,4.07,3.47,1.23,Retired,Divorced,6549.47,Tablet,17.95,2,7.52,1.99,0.97,7.73,9.15,163,1.35,Movies,Networking,Netflix,2.97,9,2.87,22,2.63,No,2,Smart TV,50GB,Low,7,7,134.58
7808,57,Other,India,0.57,9.53,3,Facebook,0.4,0.56,4.7,Retired,Married,1987.88,PC,47.53,4,6.99,0.67,3.38,3.82,11.62,148,5.13,News,Networking,YouTube,1.12,7,2.86,4,1.89,Yes,8,PC,Unlimited,Low,3,3,146.01
7809,26,Male,Germany,5.98,3.7,5,YouTube,2.86,3.13,2.61,Retired,Married,2077.02,PC,66.68,0,8.23,0.85,0.98,9.42,8.02,32,0.87,News,Education,YouTube,2.88,4,2.24,15,2.38,No,7,Smart TV,10GB,High,7,6,196.04
7810,14,Male,UK,7.69,8.18,4,Facebook,2.74,5.27,1.99,Professional,Divorced,7654.88,Tablet,32.12,5,6.86,0.8,0.84,2.7,5.07,44,2.7,News,Entertainment,YouTube,0.42,4,2.7,37,4.38,Yes,5,Smartphone,50GB,Moderate,8,3,262.88
7811,24,Male,USA,4.79,1.8,4,TikTok,1.98,2.59,1.88,Retired,Single,3582.33,Smartphone,33.36,5,5.91,1.62,0.28,3.99,6.92,191,3.25,News,Education,Amazon Prime,0.45,8,1.36,49,1.42,No,4,Smartphone,50GB,Low,5,3,373.4
7812,15,Male,USA,6.2,7.66,3,Instagram,1.27,6.12,1.55,Retired,Married,9251.53,PC,20.0,4,8.93,0.39,0.58,5.66,7.7,42,3.48,Movies,Entertainment,YouTube,1.63,3,2.79,16,0.15,Yes,7,Tablet,10GB,High,6,4,451.63
7813,18,Female,USA,2.7,4.05,4,Facebook,4.78,4.22,3.44,Professional,Divorced,2102.79,Tablet,70.26,1,4.51,2.39,0.28,2.58,10.82,24,5.29,News,News,Spotify,1.97,2,2.58,27,1.99,Yes,5,Smart TV,Unlimited,Moderate,3,9,155.38
7814,35,Female,Australia,1.77,1.7,3,YouTube,0.21,2.92,0.62,Unemployed,Married,3601.85,Tablet,86.71,4,6.79,2.01,3.95,0.29,9.78,181,2.08,Movies,Education,Spotify,2.92,6,2.75,12,2.72,Yes,5,Tablet,Unlimited,Moderate,6,4,442.81
7815,24,Male,USA,1.59,5.1,1,YouTube,1.96,4.59,3.55,Professional,Married,1844.44,Smartphone,93.22,4,5.18,1.37,0.29,4.11,6.06,146,3.11,Series,Networking,YouTube,0.9,8,1.16,42,0.11,Yes,7,Smartphone,Unlimited,Low,9,9,76.38
7816,39,Female,Canada,2.57,1.28,5,Instagram,1.82,1.23,4.05,Professional,Widowed,6910.86,PC,84.01,3,4.08,1.55,0.52,8.7,9.94,190,4.84,News,Education,Netflix,3.72,8,0.51,1,3.21,Yes,8,PC,10GB,High,4,5,399.32
7817,26,Male,USA,4.34,9.7,3,TikTok,2.54,2.89,0.15,Professional,Divorced,1470.92,PC,27.93,1,5.59,0.19,2.07,6.0,2.91,140,1.7,Series,Networking,Netflix,3.5,1,2.82,40,2.51,Yes,3,Tablet,Unlimited,Low,2,9,281.75
7818,61,Female,Australia,7.83,4.76,1,Instagram,1.01,0.59,1.13,Professional,Widowed,9273.07,Tablet,74.48,1,6.32,1.25,0.7,5.0,2.63,121,5.23,Short Videos,News,Spotify,2.0,7,0.97,35,4.1,Yes,2,Tablet,50GB,Moderate,4,8,93.16
7819,60,Female,UK,4.51,2.05,3,Twitter,1.79,5.2,1.5,Retired,Divorced,6210.17,PC,75.2,5,7.37,0.82,3.67,8.19,2.58,196,3.1,Series,Entertainment,Spotify,2.22,5,2.01,16,2.91,Yes,2,Smartphone,50GB,High,5,1,2.89
7820,42,Other,UK,5.61,2.2,1,TikTok,3.59,2.16,1.91,Student,Married,8819.27,Smartphone,24.3,4,8.82,0.78,0.49,9.56,6.04,23,4.17,Short Videos,Entertainment,Spotify,2.49,7,1.8,37,3.13,No,1,PC,10GB,High,6,9,227.06
7821,31,Female,Australia,7.28,1.5,4,Instagram,3.28,1.15,1.15,Retired,Widowed,8417.19,Tablet,70.22,5,7.9,2.46,1.17,9.06,11.69,94,4.92,Short Videos,Entertainment,Spotify,3.68,9,2.05,11,0.53,Yes,9,Smart TV,50GB,Low,6,9,322.24
7822,32,Other,India,1.25,2.84,3,Twitter,0.71,4.16,4.59,Retired,Single,3279.16,Tablet,67.98,1,5.65,2.41,3.1,1.81,10.02,155,0.98,News,Education,Spotify,0.12,6,1.95,34,1.71,No,6,PC,Unlimited,Low,9,3,459.19
7823,34,Other,India,2.91,8.4,4,Twitter,4.24,6.83,1.17,Unemployed,Divorced,4830.09,Tablet,6.46,5,4.08,2.9,0.07,9.19,3.09,147,1.4,News,Entertainment,Spotify,0.75,2,0.85,49,1.58,No,9,Smartphone,50GB,High,4,7,258.97
7824,50,Male,Canada,5.07,5.26,5,Twitter,3.3,5.74,0.52,Retired,Widowed,7914.07,Smartphone,99.66,3,7.35,2.13,1.73,7.41,6.07,183,5.1,Movies,Entertainment,Spotify,0.93,5,2.13,39,2.59,Yes,7,Tablet,Unlimited,Low,1,3,301.32
7825,36,Male,India,1.45,2.03,4,Instagram,2.09,6.53,2.08,Student,Divorced,6471.19,Smartphone,72.71,0,4.18,2.48,3.9,0.91,9.46,47,3.81,Movies,Education,YouTube,0.26,2,0.22,16,2.63,Yes,2,Tablet,Unlimited,High,6,8,453.24
7826,57,Female,USA,4.65,4.48,3,TikTok,1.78,5.04,2.04,Student,Widowed,9989.96,Tablet,94.37,4,4.24,2.06,2.3,1.47,2.69,132,1.77,Short Videos,Entertainment,YouTube,1.1,4,2.42,35,0.91,No,6,Tablet,Unlimited,Low,1,8,373.79
7827,62,Female,Canada,1.66,5.85,2,Instagram,2.64,5.55,4.38,Unemployed,Divorced,7759.21,Tablet,54.81,3,6.12,0.96,3.83,9.1,3.4,158,1.21,News,Networking,YouTube,1.1,8,0.67,4,3.07,No,1,Smartphone,10GB,High,3,8,438.21
7828,30,Male,Germany,2.12,1.11,3,TikTok,4.82,3.91,1.03,Retired,Married,4123.43,PC,55.98,3,6.67,1.58,2.01,4.85,10.93,70,2.4,News,Networking,Netflix,0.02,5,1.93,46,4.95,No,2,Tablet,Unlimited,High,9,2,294.92
7829,42,Other,India,5.62,1.85,3,TikTok,3.7,4.87,0.34,Student,Married,6216.69,Tablet,30.44,2,7.28,0.14,3.82,0.06,2.6,94,3.42,Movies,Entertainment,YouTube,2.28,8,1.09,33,4.26,Yes,1,Smartphone,50GB,High,8,1,42.17
7830,17,Female,UK,6.29,9.24,2,Instagram,1.43,2.15,0.63,Student,Married,3697.3,Tablet,30.24,4,6.45,1.45,2.08,8.02,4.19,77,1.46,Short Videos,Networking,Amazon Prime,3.58,6,0.72,11,1.79,Yes,5,Smartphone,50GB,High,1,2,201.64
7831,23,Other,Australia,5.13,9.47,3,YouTube,1.54,3.03,2.03,Unemployed,Widowed,3252.54,Smartphone,45.66,1,7.86,0.01,1.19,5.47,11.49,190,3.01,Movies,Networking,Spotify,1.28,9,0.9,43,0.26,Yes,1,Smart TV,Unlimited,Moderate,9,9,163.51
7832,34,Other,Australia,5.81,3.41,3,Twitter,3.45,4.48,3.0,Retired,Married,9013.5,Tablet,69.98,1,7.32,0.99,3.56,0.88,7.39,45,3.61,News,Education,Netflix,1.39,5,0.81,10,0.37,Yes,9,Tablet,Unlimited,Moderate,6,3,457.41
7833,23,Male,Australia,5.48,6.58,3,Facebook,2.1,3.08,0.99,Professional,Married,8032.83,PC,79.96,4,6.22,1.71,2.0,7.71,10.14,148,1.47,Series,Networking,Amazon Prime,2.89,5,2.52,20,3.78,Yes,3,Smart TV,50GB,High,3,4,308.63
7834,58,Female,India,0.73,7.54,2,TikTok,4.27,4.44,4.83,Student,Divorced,4464.66,PC,85.08,2,5.47,0.09,3.69,1.0,4.83,197,5.42,Movies,Networking,YouTube,3.57,9,1.13,49,3.89,Yes,5,Smart TV,10GB,Moderate,3,9,240.88
7835,21,Male,India,6.55,8.71,3,Twitter,2.62,6.64,3.77,Professional,Widowed,9523.78,PC,39.71,4,6.63,2.28,2.17,9.34,2.99,54,0.64,Movies,Education,Netflix,1.92,7,2.7,5,2.55,Yes,3,Smartphone,Unlimited,Low,9,7,263.53
7836,36,Female,India,1.1,2.53,4,Facebook,0.2,3.94,3.76,Retired,Divorced,9298.95,Tablet,21.75,2,7.49,1.78,0.59,6.08,11.74,20,3.62,Short Videos,Education,YouTube,2.06,9,1.33,5,0.84,Yes,8,Smartphone,Unlimited,Moderate,1,1,388.98
7837,44,Other,Canada,4.1,3.16,4,Twitter,3.99,4.75,2.2,Student,Widowed,1343.15,Smartphone,51.51,2,6.19,1.34,3.68,4.29,9.91,121,1.1,Series,Networking,YouTube,3.95,8,2.48,26,1.31,No,6,Tablet,10GB,Low,9,9,292.78
7838,48,Male,UK,2.77,8.61,1,Instagram,2.81,1.81,3.22,Student,Divorced,5008.84,Tablet,25.41,4,7.12,1.84,1.87,4.63,8.82,89,5.68,Series,News,Amazon Prime,0.41,3,0.12,28,1.57,Yes,9,Smartphone,50GB,Moderate,7,4,101.32
7839,32,Female,Germany,6.84,3.77,3,Facebook,2.83,3.09,3.88,Professional,Married,8029.77,PC,54.66,2,8.55,2.48,3.82,1.17,4.16,100,5.01,News,News,Netflix,3.88,2,0.61,35,1.99,Yes,6,Smart TV,10GB,Low,1,2,326.82
7840,58,Male,Germany,5.47,0.55,5,Twitter,1.34,5.69,2.68,Unemployed,Divorced,4287.86,Tablet,61.16,5,5.66,2.14,2.92,5.7,9.91,56,5.18,News,News,Netflix,0.33,3,1.64,47,2.62,Yes,6,PC,50GB,High,4,5,125.87
7841,42,Other,UK,4.94,1.78,2,YouTube,1.44,4.53,4.87,Professional,Divorced,9662.63,Smartphone,74.57,3,7.57,0.31,2.63,3.76,6.19,46,3.97,Series,Networking,Amazon Prime,2.62,6,2.95,48,2.63,No,7,Smart TV,Unlimited,High,8,4,447.51
7842,35,Other,Canada,1.17,0.75,3,Facebook,0.46,0.85,4.0,Professional,Married,4240.09,Smartphone,36.77,1,6.7,1.39,3.78,9.93,6.89,36,5.28,Short Videos,Education,Netflix,2.81,6,1.98,22,2.76,Yes,1,Smartphone,Unlimited,Low,8,4,188.12
7843,16,Other,UK,1.55,9.37,1,Twitter,2.92,6.77,3.74,Retired,Divorced,8945.37,Tablet,55.1,5,7.92,0.9,0.86,3.74,5.71,62,1.02,Short Videos,Education,YouTube,0.79,3,0.78,46,1.66,No,6,Smart TV,50GB,Moderate,3,1,20.69
7844,37,Male,India,5.65,9.38,4,Facebook,1.97,5.56,1.81,Professional,Divorced,3704.77,Tablet,28.45,0,5.31,1.91,2.19,9.36,6.75,151,3.54,News,Networking,Spotify,3.76,1,2.17,21,3.88,No,4,PC,Unlimited,High,7,2,261.32
7845,55,Male,India,3.93,5.12,4,Instagram,1.33,6.03,3.76,Unemployed,Widowed,3258.55,Tablet,63.29,3,8.55,2.45,2.61,8.65,5.94,181,3.79,Short Videos,Networking,YouTube,3.29,2,1.68,17,2.71,Yes,9,Smart TV,Unlimited,Low,5,4,231.95
7846,44,Male,Australia,7.89,5.71,4,TikTok,2.19,5.54,4.9,Unemployed,Single,7490.93,Tablet,93.22,5,4.93,0.38,0.9,1.76,7.74,49,2.5,News,Entertainment,Netflix,0.1,7,1.57,45,2.79,Yes,6,Smart TV,Unlimited,High,5,6,258.09
7847,56,Other,India,6.19,4.77,1,TikTok,4.06,2.68,3.48,Professional,Married,9861.55,PC,88.27,4,6.89,0.46,2.92,2.94,2.45,115,4.91,News,News,Netflix,1.02,1,2.94,28,4.21,Yes,9,Smart TV,50GB,Low,3,7,263.64
7848,38,Other,USA,5.42,5.1,3,YouTube,2.8,1.39,0.31,Unemployed,Widowed,1068.74,Tablet,55.49,1,5.95,0.23,2.8,9.9,7.41,112,2.47,Movies,Networking,Spotify,3.19,1,2.23,43,2.73,No,7,Tablet,Unlimited,Moderate,7,9,311.11
7849,19,Male,Canada,1.99,2.93,4,TikTok,3.54,0.86,2.05,Student,Divorced,5702.87,PC,85.62,4,4.94,0.5,3.05,4.99,10.42,96,4.09,Short Videos,News,YouTube,3.56,8,2.56,42,0.53,Yes,9,Smart TV,10GB,Moderate,3,2,226.13
7850,13,Male,Canada,0.88,7.67,3,Twitter,4.71,6.83,4.6,Student,Married,3893.49,Smartphone,7.83,3,4.89,1.19,0.47,9.28,3.13,174,5.4,Movies,News,Amazon Prime,1.04,2,1.27,7,1.45,No,2,Smart TV,50GB,Moderate,6,7,194.01
7851,28,Male,Germany,4.98,4.85,3,Facebook,4.32,5.19,4.19,Student,Divorced,1073.93,Smartphone,12.98,3,8.95,2.8,1.32,0.36,7.28,31,5.19,Movies,Networking,Amazon Prime,1.19,4,2.75,48,2.25,Yes,2,Smartphone,10GB,High,3,1,384.43
7852,49,Male,USA,6.43,8.43,5,Facebook,1.51,5.54,0.83,Retired,Divorced,6543.66,PC,72.62,1,7.99,1.32,0.38,8.49,3.4,177,4.81,Series,Networking,Amazon Prime,3.37,2,0.96,4,1.52,No,7,Smartphone,50GB,High,8,2,243.91
7853,54,Other,UK,0.82,7.57,5,Twitter,2.99,2.62,4.27,Student,Widowed,5847.38,Tablet,53.89,2,6.75,0.55,1.68,1.84,10.61,75,0.85,News,News,Amazon Prime,0.15,9,1.96,37,3.41,No,1,PC,50GB,Low,6,6,122.77
7854,28,Male,India,0.91,10.0,1,Instagram,4.64,4.1,2.3,Unemployed,Divorced,7134.89,PC,81.64,2,8.97,2.87,2.62,4.46,3.76,21,1.57,Movies,Networking,YouTube,3.95,1,0.77,32,3.27,No,7,Smart TV,10GB,High,7,1,102.64
7855,38,Female,India,0.71,1.63,4,Twitter,1.25,6.24,1.92,Student,Widowed,5312.37,Tablet,35.35,4,6.15,1.02,0.98,6.29,10.52,71,3.89,Short Videos,Education,Amazon Prime,3.86,7,1.74,23,0.37,Yes,6,Smartphone,Unlimited,Low,5,9,249.75
7856,34,Female,UK,3.31,0.75,2,Facebook,3.53,6.49,3.69,Student,Married,2114.34,Tablet,92.02,4,8.75,2.25,2.11,6.2,10.07,30,3.24,News,Entertainment,Amazon Prime,1.43,7,1.47,46,3.58,Yes,2,Tablet,50GB,High,2,8,457.11
7857,34,Male,UK,3.45,9.89,1,Facebook,2.81,5.66,1.55,Professional,Divorced,6813.19,PC,64.97,5,5.54,2.88,3.22,2.84,3.33,158,2.48,News,Entertainment,YouTube,1.66,2,0.63,45,3.1,No,7,PC,Unlimited,High,8,5,443.98
7858,25,Other,Canada,2.3,3.54,5,TikTok,4.31,2.58,3.99,Retired,Single,7666.75,PC,85.65,2,5.5,2.75,1.24,8.16,11.78,91,2.16,Series,News,Spotify,0.36,9,2.58,29,3.24,No,8,Smartphone,50GB,Moderate,2,4,279.35
7859,20,Other,UK,3.4,6.32,3,Twitter,3.77,4.58,1.46,Professional,Single,6558.47,Smartphone,64.17,1,4.15,0.8,2.64,9.99,5.94,160,1.6,Series,Networking,YouTube,1.31,3,1.33,13,1.22,No,2,Smart TV,50GB,High,6,7,149.4
7860,23,Female,USA,4.43,2.57,5,Facebook,1.6,6.52,4.29,Unemployed,Widowed,4853.87,PC,77.33,2,8.41,0.62,1.8,7.36,7.14,44,5.49,Movies,Networking,Amazon Prime,1.83,4,2.41,16,1.32,No,6,Smartphone,50GB,Low,2,2,215.03
7861,15,Other,Australia,2.87,5.74,1,Instagram,0.97,1.94,1.67,Professional,Married,1825.12,Tablet,80.42,1,4.9,2.03,3.63,5.77,3.96,72,0.65,Series,Entertainment,Amazon Prime,3.23,4,1.86,15,4.05,No,6,PC,10GB,High,8,6,347.49
7862,23,Male,Canada,7.09,3.28,4,YouTube,0.84,5.38,3.36,Retired,Divorced,5919.02,PC,69.02,4,5.52,2.03,3.28,8.99,9.85,83,5.91,Movies,Networking,Netflix,0.87,6,1.65,5,0.8,Yes,1,Tablet,10GB,High,9,1,175.25
7863,13,Male,USA,5.01,1.41,2,Facebook,0.41,6.01,4.71,Student,Divorced,6712.38,Smartphone,36.24,5,7.61,0.75,2.69,2.12,8.49,45,5.18,Movies,News,Amazon Prime,3.05,9,2.79,21,4.15,No,2,Smartphone,Unlimited,High,9,5,451.35
7864,45,Male,Canada,0.6,8.95,4,YouTube,2.12,2.22,1.76,Student,Widowed,8899.04,PC,57.28,0,6.11,0.3,3.57,9.81,6.85,128,3.39,News,News,YouTube,0.23,5,0.61,23,2.65,No,2,Smartphone,Unlimited,Moderate,3,3,134.63
7865,29,Male,Germany,2.48,2.03,5,YouTube,4.43,1.59,3.62,Professional,Divorced,9667.52,Smartphone,55.84,0,7.17,0.21,3.58,8.8,7.9,142,1.35,News,News,Spotify,2.43,3,1.46,39,0.46,No,7,PC,10GB,High,1,4,471.64
7866,63,Female,Germany,4.83,3.89,1,Instagram,4.59,2.64,3.02,Retired,Divorced,9727.65,Tablet,59.04,5,5.74,0.64,3.8,8.57,3.01,98,5.31,News,Networking,YouTube,1.04,6,0.66,46,1.78,Yes,2,Smart TV,Unlimited,High,8,2,302.36
7867,23,Male,Canada,1.59,1.39,1,Instagram,3.08,2.63,4.79,Professional,Divorced,5190.47,PC,40.19,1,7.43,2.45,2.06,9.32,7.25,161,5.74,Short Videos,Education,YouTube,1.93,2,0.63,26,0.14,Yes,9,Tablet,10GB,High,9,4,452.44
7868,30,Male,India,5.15,9.82,1,Instagram,0.32,5.54,0.67,Professional,Married,9524.74,Smartphone,83.98,5,4.6,1.68,3.67,1.52,10.01,107,4.26,Series,Entertainment,YouTube,3.73,7,2.05,6,3.79,No,9,Smartphone,Unlimited,Moderate,8,7,401.11
7869,31,Female,UK,3.54,6.34,5,Facebook,2.11,6.5,0.52,Professional,Married,1441.95,PC,25.96,5,5.44,1.88,2.8,3.76,3.27,83,5.16,News,Entertainment,YouTube,3.33,7,1.84,39,2.13,No,2,Smart TV,50GB,Low,4,9,304.32
7870,13,Other,USA,2.6,5.47,5,TikTok,3.7,4.81,2.88,Professional,Single,5214.96,Smartphone,68.16,5,6.31,1.75,3.39,7.33,9.41,89,2.73,Short Videos,Networking,Amazon Prime,0.71,4,0.56,9,0.84,Yes,7,Smartphone,50GB,Moderate,9,8,336.0
7871,56,Other,Germany,0.79,7.86,5,Twitter,1.39,3.2,1.37,Retired,Married,6734.66,Smartphone,5.42,1,7.55,2.65,1.81,4.57,4.84,109,2.81,Short Videos,Entertainment,Netflix,1.04,5,0.59,28,1.26,Yes,8,PC,10GB,Low,2,6,346.51
7872,14,Other,UK,5.56,5.86,5,Instagram,4.97,4.75,4.1,Retired,Divorced,2927.01,Tablet,68.94,0,7.75,2.51,0.24,6.26,9.05,149,4.03,Movies,Entertainment,Amazon Prime,0.83,7,0.3,26,4.42,Yes,9,Smartphone,10GB,Low,8,3,41.5
7873,61,Other,UK,5.0,7.89,1,Twitter,3.86,6.89,0.15,Professional,Divorced,6575.34,PC,80.5,1,8.5,2.55,2.53,4.18,5.77,49,0.91,News,Education,Amazon Prime,0.88,5,1.1,32,0.51,No,2,Smart TV,10GB,High,6,1,394.37
7874,59,Female,Germany,6.45,4.84,3,YouTube,0.35,1.73,1.62,Student,Divorced,6400.7,PC,90.3,2,6.26,0.71,0.28,3.77,7.49,31,5.04,News,Entertainment,Amazon Prime,2.57,5,0.42,6,4.32,No,3,PC,50GB,High,5,4,391.66
7875,40,Female,Germany,4.21,4.9,2,YouTube,1.79,3.49,4.14,Professional,Divorced,1497.83,Smartphone,66.54,4,6.89,0.4,2.24,1.17,6.35,26,4.23,Short Videos,Education,Spotify,1.97,6,0.87,26,3.21,Yes,5,Tablet,50GB,Low,2,1,472.06
7876,41,Female,USA,6.04,2.18,2,YouTube,3.75,6.79,0.15,Professional,Divorced,4326.52,Smartphone,63.3,2,4.01,2.54,3.11,7.72,10.51,110,2.65,Short Videos,Entertainment,Netflix,3.29,4,0.71,27,3.17,No,5,Tablet,Unlimited,High,8,5,463.53
7877,47,Male,Germany,2.2,6.19,5,YouTube,0.96,4.03,1.1,Professional,Divorced,5712.23,PC,41.86,4,5.89,0.71,2.38,0.84,2.2,95,5.64,Series,Entertainment,Spotify,1.02,7,1.17,35,1.44,Yes,2,PC,10GB,High,8,4,169.57
7878,33,Male,Australia,3.42,2.53,2,Twitter,2.94,0.84,2.42,Retired,Single,7733.43,PC,93.39,2,7.84,1.78,1.34,5.63,6.58,55,2.36,News,News,YouTube,3.21,2,1.69,32,2.5,Yes,2,Tablet,50GB,High,3,7,224.68
7879,46,Male,Australia,6.42,5.99,1,Facebook,1.03,4.52,0.16,Student,Widowed,8743.01,Smartphone,10.01,3,7.59,0.07,3.08,7.54,11.51,177,4.61,Short Videos,Networking,Netflix,1.53,5,2.03,28,2.41,No,8,Smart TV,50GB,High,1,5,88.31
7880,15,Other,USA,4.15,8.59,4,Instagram,0.3,3.1,0.93,Unemployed,Married,2167.56,PC,56.24,5,7.74,0.2,3.8,1.36,2.9,20,4.19,News,Education,Amazon Prime,2.79,2,1.82,3,1.42,Yes,6,PC,10GB,High,9,7,121.41
7881,15,Male,India,5.16,6.09,3,YouTube,3.02,1.07,2.85,Student,Single,1242.27,Smartphone,48.8,1,4.72,1.16,1.52,9.72,4.19,93,2.06,Short Videos,Education,Netflix,3.45,8,1.98,18,2.47,No,7,Smartphone,10GB,High,6,4,181.23
7882,36,Female,USA,5.76,0.99,1,Twitter,0.33,6.45,3.07,Student,Single,7725.8,PC,20.25,3,4.56,2.94,1.88,4.24,6.78,171,5.21,Short Videos,Education,Amazon Prime,3.41,6,0.38,24,1.51,No,2,PC,10GB,High,3,1,370.14
7883,41,Female,USA,4.29,8.24,5,TikTok,2.11,4.95,0.69,Unemployed,Married,9276.56,Smartphone,28.35,5,7.44,2.37,1.09,6.81,2.95,95,4.14,News,Entertainment,Spotify,2.29,9,2.68,41,0.31,No,8,Smart TV,Unlimited,Low,9,6,132.24
7884,59,Male,Canada,2.27,7.32,3,Instagram,3.86,1.77,3.43,Retired,Widowed,5000.81,Tablet,94.15,2,6.85,2.02,2.98,0.93,5.15,122,4.99,Movies,Entertainment,YouTube,1.39,2,2.28,46,2.42,Yes,4,Tablet,50GB,Low,1,8,396.86
7885,18,Male,UK,7.93,1.83,4,Facebook,2.52,5.92,2.33,Student,Single,1021.31,Tablet,77.12,3,4.25,2.59,3.88,5.82,9.89,53,5.98,Short Videos,Education,Netflix,2.05,1,0.21,16,4.27,Yes,2,Smart TV,50GB,Moderate,8,9,226.42
7886,55,Male,Germany,2.36,9.68,5,Instagram,2.08,5.99,4.43,Retired,Divorced,9375.87,PC,88.55,5,5.64,1.66,3.71,9.95,5.47,88,3.99,News,Entertainment,Spotify,3.09,9,0.99,40,1.06,Yes,6,Smartphone,10GB,Moderate,7,8,213.32
7887,23,Other,UK,5.78,2.21,3,Twitter,1.88,6.3,3.44,Unemployed,Widowed,611.2,Smartphone,92.74,3,5.93,2.13,3.09,6.11,2.64,81,5.72,Short Videos,Education,Amazon Prime,0.71,9,1.98,2,2.97,No,3,Smart TV,50GB,Moderate,8,6,433.63
7888,33,Male,USA,5.63,6.82,1,Instagram,2.47,1.56,3.81,Student,Widowed,1433.83,Tablet,22.43,0,7.75,1.65,0.46,4.27,11.38,157,5.53,News,Entertainment,YouTube,1.01,4,0.31,2,3.33,Yes,1,PC,Unlimited,Low,5,7,182.72
7889,29,Male,Canada,7.65,6.56,2,Twitter,4.75,6.76,1.42,Retired,Widowed,9879.06,Tablet,16.35,5,7.52,0.09,1.04,2.52,8.76,108,4.33,Series,Entertainment,Amazon Prime,2.18,6,2.54,17,4.84,No,5,PC,Unlimited,High,7,3,488.22
7890,33,Other,Germany,1.81,1.31,1,YouTube,3.82,6.69,4.83,Student,Single,1857.74,Smartphone,41.43,4,5.49,1.68,0.11,1.69,4.52,86,2.39,Movies,Networking,YouTube,2.68,6,1.58,48,3.91,Yes,1,Smart TV,10GB,Moderate,9,5,228.62
7891,20,Female,UK,7.98,2.14,4,Facebook,0.84,5.65,1.48,Retired,Widowed,4766.93,PC,83.54,3,5.79,2.85,0.39,3.39,3.08,131,0.88,Series,News,Netflix,3.47,2,2.19,0,3.84,No,5,Smartphone,10GB,Moderate,6,1,305.61
7892,39,Male,Germany,4.55,7.29,2,TikTok,1.34,6.21,4.78,Student,Married,6347.25,Tablet,53.57,2,4.78,2.0,0.85,3.04,8.98,125,1.14,Short Videos,Education,YouTube,2.38,7,0.32,17,4.22,Yes,3,PC,10GB,High,1,6,137.47
7893,54,Female,UK,5.07,8.99,5,YouTube,4.01,3.61,4.33,Professional,Single,5596.84,Tablet,67.87,5,6.02,1.04,0.51,4.38,4.29,96,2.46,Short Videos,Education,Netflix,2.77,5,2.25,26,3.94,Yes,5,Tablet,Unlimited,High,4,3,426.18
7894,35,Other,Canada,2.09,9.25,1,Instagram,1.31,3.73,0.8,Retired,Single,1584.46,PC,68.27,5,5.5,2.73,2.65,9.93,10.15,162,1.33,Movies,Entertainment,Spotify,2.23,2,1.66,41,0.82,Yes,7,Smartphone,50GB,High,4,5,175.69
7895,38,Other,USA,6.3,9.3,2,Instagram,0.62,2.27,2.67,Professional,Divorced,3574.96,Tablet,75.26,3,4.94,2.14,3.92,10.0,2.61,163,1.46,News,Entertainment,Netflix,3.94,9,0.51,46,1.74,No,6,Tablet,50GB,Low,5,8,470.4
7896,57,Female,Australia,1.92,8.48,5,Instagram,2.78,5.77,0.17,Student,Divorced,4140.99,Tablet,72.35,2,6.49,1.4,0.46,9.27,8.76,117,4.06,Series,Entertainment,Spotify,3.71,2,2.06,22,0.02,No,1,Tablet,Unlimited,Low,6,4,158.74
7897,49,Female,UK,2.68,4.78,3,Instagram,1.0,3.6,0.58,Professional,Divorced,4792.43,PC,32.13,0,7.54,0.31,2.3,0.23,4.68,122,2.21,Short Videos,Education,Amazon Prime,1.21,7,2.47,39,2.72,No,9,Smartphone,50GB,High,7,1,195.94
7898,38,Other,Germany,7.88,3.9,2,Twitter,3.78,6.69,4.19,Retired,Married,7216.96,Smartphone,11.53,3,7.0,1.15,3.04,5.67,6.13,100,2.61,Short Videos,Entertainment,Spotify,1.13,5,0.36,30,2.69,No,1,PC,50GB,High,5,3,423.74
7899,26,Male,USA,0.76,0.85,4,Instagram,3.32,4.44,0.73,Student,Single,4154.08,Tablet,99.64,3,4.55,1.62,3.11,4.15,4.42,56,2.67,News,Entertainment,YouTube,2.92,5,1.83,42,1.12,Yes,1,Smartphone,50GB,Low,4,4,143.09
7900,59,Other,USA,2.51,6.15,1,YouTube,0.77,4.6,2.29,Student,Divorced,3538.61,PC,15.62,1,4.72,1.11,3.0,0.4,4.18,51,2.28,News,Entertainment,YouTube,0.25,9,0.96,43,4.3,Yes,9,PC,50GB,Low,4,7,325.35
